Border,Date,Measure,Sum,Avg 
US-Mexico Border,01/01/2001 12:00:00 AM,Bus Passengers,255543,10221
US-Mexico Border,01/01/2001 12:00:00 AM,Buses,26850,1074
US-Mexico Border,01/01/2001 12:00:00 AM,Pedestrians,4372668,174906
US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,20022717,800908
US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicles,7735092,309403
US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Empty,25895,1035
US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Full,17745,709
US-Mexico Border,01/01/2001 12:00:00 AM,Train Passengers,1652,66
US-Mexico Border,01/01/2001 12:00:00 AM,Trains,588,23
US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Empty,157093,6283
US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Full,197376,7895
US-Mexico Border,01/01/2001 12:00:00 AM,Trucks,359459,14378
US-Mexico Border,12/01/2000 12:00:00 AM,Bus Passengers,255262,10210
US-Mexico Border,12/01/2000 12:00:00 AM,Buses,24894,995
US-Mexico Border,12/01/2000 12:00:00 AM,Pedestrians,4654714,186188
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,20632886,825315
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicles,7940283,317611
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Empty,25083,1003
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Full,16933,677
US-Mexico Border,12/01/2000 12:00:00 AM,Train Passengers,1266,50
US-Mexico Border,12/01/2000 12:00:00 AM,Trains,540,21
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Empty,149813,5992
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Full,172056,6882
US-Mexico Border,12/01/2000 12:00:00 AM,Trucks,328599,13143
US-Mexico Border,11/01/2000 12:00:00 AM,Bus Passengers,250585,10023
US-Mexico Border,11/01/2000 12:00:00 AM,Buses,23339,933
US-Mexico Border,11/01/2000 12:00:00 AM,Pedestrians,3779094,151163
US-Mexico Border,11/01/2000 12:00:00 AM,Personal Vehicle Passengers,19652372,786094
US-Mexico Border,11/01/2000 12:00:00 AM,Personal Vehicles,7560489,302419
US-Mexico Border,11/01/2000 12:00:00 AM,Rail Containers Empty,26002,1040
US-Mexico Border,11/01/2000 12:00:00 AM,Rail Containers Full,18747,749
US-Mexico Border,11/01/2000 12:00:00 AM,Train Passengers,1590,63
US-Mexico Border,11/01/2000 12:00:00 AM,Trains,587,23
US-Mexico Border,11/01/2000 12:00:00 AM,Truck Containers Empty,164218,6568
US-Mexico Border,11/01/2000 12:00:00 AM,Truck Containers Full,204264,8170
US-Mexico Border,11/01/2000 12:00:00 AM,Trucks,363937,14557
US-Mexico Border,10/01/2000 12:00:00 AM,Bus Passengers,310372,12414
US-Mexico Border,10/01/2000 12:00:00 AM,Buses,22553,902
US-Mexico Border,10/01/2000 12:00:00 AM,Pedestrians,3674661,146986
US-Mexico Border,10/01/2000 12:00:00 AM,Personal Vehicle Passengers,19935645,797425
US-Mexico Border,10/01/2000 12:00:00 AM,Personal Vehicles,7700555,308022
US-Mexico Border,10/01/2000 12:00:00 AM,Rail Containers Empty,24295,971
US-Mexico Border,10/01/2000 12:00:00 AM,Rail Containers Full,23375,935
US-Mexico Border,10/01/2000 12:00:00 AM,Train Passengers,1627,65
US-Mexico Border,10/01/2000 12:00:00 AM,Trains,619,24
US-Mexico Border,10/01/2000 12:00:00 AM,Truck Containers Empty,169279,6771
US-Mexico Border,10/01/2000 12:00:00 AM,Truck Containers Full,211084,8443
US-Mexico Border,10/01/2000 12:00:00 AM,Trucks,388288,15531
US-Mexico Border,09/01/2000 12:00:00 AM,Bus Passengers,210058,8402
US-Mexico Border,09/01/2000 12:00:00 AM,Buses,20921,836
US-Mexico Border,09/01/2000 12:00:00 AM,Pedestrians,3800747,152029
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,19726265,789050
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicles,7564316,302572
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Empty,21905,876
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Full,24689,987
US-Mexico Border,09/01/2000 12:00:00 AM,Train Passengers,1536,61
US-Mexico Border,09/01/2000 12:00:00 AM,Trains,619,24
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Empty,114347,4573
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Full,150453,6018
US-Mexico Border,09/01/2000 12:00:00 AM,Trucks,366768,14670
US-Mexico Border,08/01/2000 12:00:00 AM,Bus Passengers,261472,10458
US-Mexico Border,08/01/2000 12:00:00 AM,Buses,23737,949
US-Mexico Border,08/01/2000 12:00:00 AM,Pedestrians,3891944,155677
US-Mexico Border,08/01/2000 12:00:00 AM,Personal Vehicle Passengers,20385695,815427
US-Mexico Border,08/01/2000 12:00:00 AM,Personal Vehicles,7786007,311440
US-Mexico Border,08/01/2000 12:00:00 AM,Rail Containers Empty,20446,817
US-Mexico Border,08/01/2000 12:00:00 AM,Rail Containers Full,23119,924
US-Mexico Border,08/01/2000 12:00:00 AM,Train Passengers,1334,53
US-Mexico Border,08/01/2000 12:00:00 AM,Trains,598,23
US-Mexico Border,08/01/2000 12:00:00 AM,Truck Containers Empty,143867,5754
US-Mexico Border,08/01/2000 12:00:00 AM,Truck Containers Full,178713,7148
US-Mexico Border,08/01/2000 12:00:00 AM,Trucks,410903,16436
US-Mexico Border,07/01/2000 12:00:00 AM,Bus Passengers,307415,12296
US-Mexico Border,07/01/2000 12:00:00 AM,Buses,23883,955
US-Mexico Border,07/01/2000 12:00:00 AM,Pedestrians,4088003,163520
US-Mexico Border,07/01/2000 12:00:00 AM,Personal Vehicle Passengers,20510593,820423
US-Mexico Border,07/01/2000 12:00:00 AM,Personal Vehicles,7783451,311338
US-Mexico Border,07/01/2000 12:00:00 AM,Rail Containers Empty,24979,999
US-Mexico Border,07/01/2000 12:00:00 AM,Rail Containers Full,25826,1033
US-Mexico Border,07/01/2000 12:00:00 AM,Train Passengers,1539,61
US-Mexico Border,07/01/2000 12:00:00 AM,Trains,602,24
US-Mexico Border,07/01/2000 12:00:00 AM,Truck Containers Empty,157157,6286
US-Mexico Border,07/01/2000 12:00:00 AM,Truck Containers Full,191885,7675
US-Mexico Border,07/01/2000 12:00:00 AM,Trucks,357425,14297
US-Mexico Border,06/01/2000 12:00:00 AM,Bus Passengers,722536,28901
US-Mexico Border,06/01/2000 12:00:00 AM,Buses,23322,932
US-Mexico Border,06/01/2000 12:00:00 AM,Pedestrians,3794718,151788
US-Mexico Border,06/01/2000 12:00:00 AM,Personal Vehicle Passengers,17950843,718033
US-Mexico Border,06/01/2000 12:00:00 AM,Personal Vehicles,7777928,311117
US-Mexico Border,06/01/2000 12:00:00 AM,Rail Containers Empty,24901,996
US-Mexico Border,06/01/2000 12:00:00 AM,Rail Containers Full,23961,958
US-Mexico Border,06/01/2000 12:00:00 AM,Train Passengers,2436,97
US-Mexico Border,06/01/2000 12:00:00 AM,Trains,777,31
US-Mexico Border,06/01/2000 12:00:00 AM,Truck Containers Empty,165332,6613
US-Mexico Border,06/01/2000 12:00:00 AM,Truck Containers Full,212251,8490
US-Mexico Border,06/01/2000 12:00:00 AM,Trucks,399610,15984
US-Mexico Border,05/01/2000 12:00:00 AM,Bus Passengers,231533,9261
US-Mexico Border,05/01/2000 12:00:00 AM,Buses,21723,868
US-Mexico Border,05/01/2000 12:00:00 AM,Pedestrians,3716815,148672
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,20888850,835554
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicles,7936400,317456
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Empty,29393,1175
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Full,22560,902
US-Mexico Border,05/01/2000 12:00:00 AM,Train Passengers,1832,73
US-Mexico Border,05/01/2000 12:00:00 AM,Trains,590,23
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Empty,172205,6888
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Full,218987,8759
US-Mexico Border,05/01/2000 12:00:00 AM,Trucks,401676,16067
US-Mexico Border,04/01/2000 12:00:00 AM,Bus Passengers,263544,10541
US-Mexico Border,04/01/2000 12:00:00 AM,Buses,23078,923
US-Mexico Border,04/01/2000 12:00:00 AM,Pedestrians,3658080,146323
US-Mexico Border,04/01/2000 12:00:00 AM,Personal Vehicle Passengers,20395533,815821
US-Mexico Border,04/01/2000 12:00:00 AM,Personal Vehicles,7672176,306887
US-Mexico Border,04/01/2000 12:00:00 AM,Rail Containers Empty,27512,1100
US-Mexico Border,04/01/2000 12:00:00 AM,Rail Containers Full,22998,919
US-Mexico Border,04/01/2000 12:00:00 AM,Train Passengers,1744,69
US-Mexico Border,04/01/2000 12:00:00 AM,Trains,584,23
US-Mexico Border,04/01/2000 12:00:00 AM,Truck Containers Empty,144307,5772
US-Mexico Border,04/01/2000 12:00:00 AM,Truck Containers Full,197690,7907
US-Mexico Border,04/01/2000 12:00:00 AM,Trucks,359239,14369
US-Mexico Border,03/01/2000 12:00:00 AM,Bus Passengers,238832,9553
US-Mexico Border,03/01/2000 12:00:00 AM,Buses,21760,870
US-Mexico Border,03/01/2000 12:00:00 AM,Pedestrians,4198321,167932
US-Mexico Border,03/01/2000 12:00:00 AM,Personal Vehicle Passengers,20547659,821906
US-Mexico Border,03/01/2000 12:00:00 AM,Personal Vehicles,7790867,311634
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Empty,27282,1091
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Full,24006,960
US-Mexico Border,03/01/2000 12:00:00 AM,Train Passengers,1222,48
US-Mexico Border,03/01/2000 12:00:00 AM,Trains,580,23
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Empty,160582,6423
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Full,215960,8638
US-Mexico Border,03/01/2000 12:00:00 AM,Trucks,414412,16576
US-Mexico Border,02/01/2000 12:00:00 AM,Bus Passengers,209012,8360
US-Mexico Border,02/01/2000 12:00:00 AM,Buses,20468,818
US-Mexico Border,02/01/2000 12:00:00 AM,Pedestrians,3869912,154796
US-Mexico Border,02/01/2000 12:00:00 AM,Personal Vehicle Passengers,19096013,763840
US-Mexico Border,02/01/2000 12:00:00 AM,Personal Vehicles,7221382,288855
US-Mexico Border,02/01/2000 12:00:00 AM,Rail Containers Empty,26087,1043
US-Mexico Border,02/01/2000 12:00:00 AM,Rail Containers Full,21280,851
US-Mexico Border,02/01/2000 12:00:00 AM,Train Passengers,1091,43
US-Mexico Border,02/01/2000 12:00:00 AM,Trains,517,20
US-Mexico Border,02/01/2000 12:00:00 AM,Truck Containers Empty,156041,6241
US-Mexico Border,02/01/2000 12:00:00 AM,Truck Containers Full,207573,8302
US-Mexico Border,02/01/2000 12:00:00 AM,Trucks,377296,15091
US-Mexico Border,01/01/2000 12:00:00 AM,Bus Passengers,205295,8211
US-Mexico Border,01/01/2000 12:00:00 AM,Buses,21114,844
US-Mexico Border,01/01/2000 12:00:00 AM,Pedestrians,3962633,158505
US-Mexico Border,01/01/2000 12:00:00 AM,Personal Vehicle Passengers,20072198,802887
US-Mexico Border,01/01/2000 12:00:00 AM,Personal Vehicles,7553666,302146
US-Mexico Border,01/01/2000 12:00:00 AM,Rail Containers Empty,27705,1108
US-Mexico Border,01/01/2000 12:00:00 AM,Rail Containers Full,18741,749
US-Mexico Border,01/01/2000 12:00:00 AM,Train Passengers,1037,41
US-Mexico Border,01/01/2000 12:00:00 AM,Trains,495,19
US-Mexico Border,01/01/2000 12:00:00 AM,Truck Containers Empty,153433,6137
US-Mexico Border,01/01/2000 12:00:00 AM,Truck Containers Full,189184,7567
US-Mexico Border,01/01/2000 12:00:00 AM,Trucks,357426,14297
US-Mexico Border,12/01/1999 12:00:00 AM,Bus Passengers,216338,8653
US-Mexico Border,12/01/1999 12:00:00 AM,Buses,23477,939
US-Mexico Border,12/01/1999 12:00:00 AM,Pedestrians,4376708,175068
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,21420461,856818
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicles,7893894,315755
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Empty,27902,1116
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Full,17963,718
US-Mexico Border,12/01/1999 12:00:00 AM,Train Passengers,1011,40
US-Mexico Border,12/01/1999 12:00:00 AM,Trains,490,19
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Empty,158818,6352
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Full,187457,7498
US-Mexico Border,12/01/1999 12:00:00 AM,Trucks,352977,14119
US-Mexico Border,11/01/1999 12:00:00 AM,Bus Passengers,201365,8054
US-Mexico Border,11/01/1999 12:00:00 AM,Buses,21678,867
US-Mexico Border,11/01/1999 12:00:00 AM,Pedestrians,3719917,148796
US-Mexico Border,11/01/1999 12:00:00 AM,Personal Vehicle Passengers,19672318,786892
US-Mexico Border,11/01/1999 12:00:00 AM,Personal Vehicles,7323755,292950
US-Mexico Border,11/01/1999 12:00:00 AM,Rail Containers Empty,28801,1152
US-Mexico Border,11/01/1999 12:00:00 AM,Rail Containers Full,17121,684
US-Mexico Border,11/01/1999 12:00:00 AM,Train Passengers,1332,53
US-Mexico Border,11/01/1999 12:00:00 AM,Trains,492,19
US-Mexico Border,11/01/1999 12:00:00 AM,Truck Containers Empty,149174,5966
US-Mexico Border,11/01/1999 12:00:00 AM,Truck Containers Full,182601,7304
US-Mexico Border,11/01/1999 12:00:00 AM,Trucks,374104,14964
US-Mexico Border,10/01/1999 12:00:00 AM,Bus Passengers,236030,9441
US-Mexico Border,10/01/1999 12:00:00 AM,Buses,23529,941
US-Mexico Border,10/01/1999 12:00:00 AM,Pedestrians,3700771,148030
US-Mexico Border,10/01/1999 12:00:00 AM,Personal Vehicle Passengers,20707014,828280
US-Mexico Border,10/01/1999 12:00:00 AM,Personal Vehicles,7619439,304777
US-Mexico Border,10/01/1999 12:00:00 AM,Rail Containers Empty,28065,1122
US-Mexico Border,10/01/1999 12:00:00 AM,Rail Containers Full,19851,794
US-Mexico Border,10/01/1999 12:00:00 AM,Train Passengers,1781,71
US-Mexico Border,10/01/1999 12:00:00 AM,Trains,522,20
US-Mexico Border,10/01/1999 12:00:00 AM,Truck Containers Empty,157229,6289
US-Mexico Border,10/01/1999 12:00:00 AM,Truck Containers Full,189505,7580
US-Mexico Border,10/01/1999 12:00:00 AM,Trucks,373179,14927
US-Mexico Border,09/01/1999 12:00:00 AM,Bus Passengers,271891,10875
US-Mexico Border,09/01/1999 12:00:00 AM,Buses,25062,1002
US-Mexico Border,09/01/1999 12:00:00 AM,Pedestrians,3568056,142722
US-Mexico Border,09/01/1999 12:00:00 AM,Personal Vehicle Passengers,20003107,800124
US-Mexico Border,09/01/1999 12:00:00 AM,Personal Vehicles,7342397,293695
US-Mexico Border,09/01/1999 12:00:00 AM,Rail Containers Empty,24251,970
US-Mexico Border,09/01/1999 12:00:00 AM,Rail Containers Full,20741,829
US-Mexico Border,09/01/1999 12:00:00 AM,Train Passengers,1205,48
US-Mexico Border,09/01/1999 12:00:00 AM,Trains,524,20
US-Mexico Border,09/01/1999 12:00:00 AM,Truck Containers Empty,165388,6615
US-Mexico Border,09/01/1999 12:00:00 AM,Truck Containers Full,190865,7634
US-Mexico Border,09/01/1999 12:00:00 AM,Trucks,361516,14460
US-Mexico Border,08/01/1999 12:00:00 AM,Bus Passengers,296982,11879
US-Mexico Border,08/01/1999 12:00:00 AM,Buses,25943,1037
US-Mexico Border,08/01/1999 12:00:00 AM,Pedestrians,3763196,150527
US-Mexico Border,08/01/1999 12:00:00 AM,Personal Vehicle Passengers,20270823,810832
US-Mexico Border,08/01/1999 12:00:00 AM,Personal Vehicles,7523495,300939
US-Mexico Border,08/01/1999 12:00:00 AM,Rail Containers Empty,24015,960
US-Mexico Border,08/01/1999 12:00:00 AM,Rail Containers Full,20468,818
US-Mexico Border,08/01/1999 12:00:00 AM,Train Passengers,986,39
US-Mexico Border,08/01/1999 12:00:00 AM,Trains,504,20
US-Mexico Border,08/01/1999 12:00:00 AM,Truck Containers Empty,163799,6551
US-Mexico Border,08/01/1999 12:00:00 AM,Truck Containers Full,184725,7389
US-Mexico Border,08/01/1999 12:00:00 AM,Trucks,365554,14622
US-Mexico Border,07/01/1999 12:00:00 AM,Bus Passengers,317179,12687
US-Mexico Border,07/01/1999 12:00:00 AM,Buses,26025,1041
US-Mexico Border,07/01/1999 12:00:00 AM,Pedestrians,3856641,154265
US-Mexico Border,07/01/1999 12:00:00 AM,Personal Vehicle Passengers,20014202,800568
US-Mexico Border,07/01/1999 12:00:00 AM,Personal Vehicles,7615057,304602
US-Mexico Border,07/01/1999 12:00:00 AM,Rail Containers Empty,22399,895
US-Mexico Border,07/01/1999 12:00:00 AM,Rail Containers Full,19151,766
US-Mexico Border,07/01/1999 12:00:00 AM,Train Passengers,1206,48
US-Mexico Border,07/01/1999 12:00:00 AM,Trains,494,19
US-Mexico Border,07/01/1999 12:00:00 AM,Truck Containers Empty,173161,6926
US-Mexico Border,07/01/1999 12:00:00 AM,Truck Containers Full,202335,8093
US-Mexico Border,07/01/1999 12:00:00 AM,Trucks,360473,14418
US-Mexico Border,06/01/1999 12:00:00 AM,Bus Passengers,311277,12451
US-Mexico Border,06/01/1999 12:00:00 AM,Buses,24824,992
US-Mexico Border,06/01/1999 12:00:00 AM,Pedestrians,3724795,148991
US-Mexico Border,06/01/1999 12:00:00 AM,Personal Vehicle Passengers,20229972,809198
US-Mexico Border,06/01/1999 12:00:00 AM,Personal Vehicles,7503447,300137
US-Mexico Border,06/01/1999 12:00:00 AM,Rail Containers Empty,23649,945
US-Mexico Border,06/01/1999 12:00:00 AM,Rail Containers Full,19806,792
US-Mexico Border,06/01/1999 12:00:00 AM,Train Passengers,1480,59
US-Mexico Border,06/01/1999 12:00:00 AM,Trains,516,20
US-Mexico Border,06/01/1999 12:00:00 AM,Truck Containers Empty,163045,6521
US-Mexico Border,06/01/1999 12:00:00 AM,Truck Containers Full,204129,8165
US-Mexico Border,06/01/1999 12:00:00 AM,Trucks,379890,15195
US-Mexico Border,05/01/1999 12:00:00 AM,Bus Passengers,302680,12107
US-Mexico Border,05/01/1999 12:00:00 AM,Buses,24966,998
US-Mexico Border,05/01/1999 12:00:00 AM,Pedestrians,4069884,162795
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicle Passengers,20777088,831083
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicles,7680209,307208
US-Mexico Border,05/01/1999 12:00:00 AM,Rail Containers Empty,22234,889
US-Mexico Border,05/01/1999 12:00:00 AM,Rail Containers Full,20911,836
US-Mexico Border,05/01/1999 12:00:00 AM,Train Passengers,1732,69
US-Mexico Border,05/01/1999 12:00:00 AM,Trains,512,20
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Empty,155354,6214
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Full,195097,7803
US-Mexico Border,05/01/1999 12:00:00 AM,Trucks,359245,14369
US-Mexico Border,04/01/1999 12:00:00 AM,Bus Passengers,302832,12113
US-Mexico Border,04/01/1999 12:00:00 AM,Buses,23484,939
US-Mexico Border,04/01/1999 12:00:00 AM,Pedestrians,4109917,164396
US-Mexico Border,04/01/1999 12:00:00 AM,Personal Vehicle Passengers,19733584,789343
US-Mexico Border,04/01/1999 12:00:00 AM,Personal Vehicles,7273817,290952
US-Mexico Border,04/01/1999 12:00:00 AM,Rail Containers Empty,23316,932
US-Mexico Border,04/01/1999 12:00:00 AM,Rail Containers Full,19554,782
US-Mexico Border,04/01/1999 12:00:00 AM,Train Passengers,1257,50
US-Mexico Border,04/01/1999 12:00:00 AM,Trains,490,19
US-Mexico Border,04/01/1999 12:00:00 AM,Truck Containers Empty,159246,6369
US-Mexico Border,04/01/1999 12:00:00 AM,Truck Containers Full,201908,8076
US-Mexico Border,04/01/1999 12:00:00 AM,Trucks,365208,14608
US-Mexico Border,03/01/1999 12:00:00 AM,Bus Passengers,317374,12694
US-Mexico Border,03/01/1999 12:00:00 AM,Buses,24582,983
US-Mexico Border,03/01/1999 12:00:00 AM,Pedestrians,4631886,185275
US-Mexico Border,03/01/1999 12:00:00 AM,Personal Vehicle Passengers,20813291,832531
US-Mexico Border,03/01/1999 12:00:00 AM,Personal Vehicles,7693763,307750
US-Mexico Border,03/01/1999 12:00:00 AM,Rail Containers Empty,18940,757
US-Mexico Border,03/01/1999 12:00:00 AM,Rail Containers Full,18701,748
US-Mexico Border,03/01/1999 12:00:00 AM,Train Passengers,1768,70
US-Mexico Border,03/01/1999 12:00:00 AM,Trains,521,20
US-Mexico Border,03/01/1999 12:00:00 AM,Truck Containers Empty,179422,7176
US-Mexico Border,03/01/1999 12:00:00 AM,Truck Containers Full,219800,8792
US-Mexico Border,03/01/1999 12:00:00 AM,Trucks,408162,16326
US-Mexico Border,02/01/1999 12:00:00 AM,Bus Passengers,280026,11201
US-Mexico Border,02/01/1999 12:00:00 AM,Buses,21748,869
US-Mexico Border,02/01/1999 12:00:00 AM,Pedestrians,4171037,166841
US-Mexico Border,02/01/1999 12:00:00 AM,Personal Vehicle Passengers,18157552,726302
