Border,Date,Measure,Sum,Avg 
US-Mexico Border,07/01/2003 12:00:00 AM,Bus Passengers,387466,15498
US-Mexico Border,07/01/2003 12:00:00 AM,Buses,24716,988
US-Mexico Border,07/01/2003 12:00:00 AM,Pedestrians,3265952,130638
US-Mexico Border,07/01/2003 12:00:00 AM,Personal Vehicle Passengers,15860976,634439
US-Mexico Border,07/01/2003 12:00:00 AM,Personal Vehicles,6821156,272846
US-Mexico Border,07/01/2003 12:00:00 AM,Rail Containers Empty,26548,1061
US-Mexico Border,07/01/2003 12:00:00 AM,Rail Containers Full,21655,866
US-Mexico Border,07/01/2003 12:00:00 AM,Train Passengers,848,33
US-Mexico Border,07/01/2003 12:00:00 AM,Trains,627,25
US-Mexico Border,07/01/2003 12:00:00 AM,Truck Containers Empty,141415,5656
US-Mexico Border,07/01/2003 12:00:00 AM,Truck Containers Full,214133,8565
US-Mexico Border,07/01/2003 12:00:00 AM,Trucks,329586,13183
US-Mexico Border,06/01/2003 12:00:00 AM,Bus Passengers,321380,12855
US-Mexico Border,06/01/2003 12:00:00 AM,Buses,28557,1142
US-Mexico Border,06/01/2003 12:00:00 AM,Pedestrians,3873916,154956
US-Mexico Border,06/01/2003 12:00:00 AM,Personal Vehicle Passengers,16218650,648746
US-Mexico Border,06/01/2003 12:00:00 AM,Personal Vehicles,7415604,296624
US-Mexico Border,06/01/2003 12:00:00 AM,Rail Containers Empty,24223,968
US-Mexico Border,06/01/2003 12:00:00 AM,Rail Containers Full,24809,992
US-Mexico Border,06/01/2003 12:00:00 AM,Train Passengers,1011,40
US-Mexico Border,06/01/2003 12:00:00 AM,Trains,662,26
US-Mexico Border,06/01/2003 12:00:00 AM,Truck Containers Empty,139079,5563
US-Mexico Border,06/01/2003 12:00:00 AM,Truck Containers Full,216733,8669
US-Mexico Border,06/01/2003 12:00:00 AM,Trucks,355396,14215
US-Mexico Border,05/01/2003 12:00:00 AM,Bus Passengers,300542,12021
US-Mexico Border,05/01/2003 12:00:00 AM,Buses,24550,982
US-Mexico Border,05/01/2003 12:00:00 AM,Pedestrians,4086848,163473
US-Mexico Border,05/01/2003 12:00:00 AM,Personal Vehicle Passengers,16925322,677012
US-Mexico Border,05/01/2003 12:00:00 AM,Personal Vehicles,7644265,305770
US-Mexico Border,05/01/2003 12:00:00 AM,Rail Containers Empty,28450,1138
US-Mexico Border,05/01/2003 12:00:00 AM,Rail Containers Full,24693,987
US-Mexico Border,05/01/2003 12:00:00 AM,Train Passengers,878,35
US-Mexico Border,05/01/2003 12:00:00 AM,Trains,660,26
US-Mexico Border,05/01/2003 12:00:00 AM,Truck Containers Empty,140755,5630
US-Mexico Border,05/01/2003 12:00:00 AM,Truck Containers Full,224542,8981
US-Mexico Border,05/01/2003 12:00:00 AM,Trucks,363131,14525
US-Mexico Border,04/01/2003 12:00:00 AM,Bus Passengers,291584,11663
US-Mexico Border,04/01/2003 12:00:00 AM,Buses,23246,929
US-Mexico Border,04/01/2003 12:00:00 AM,Pedestrians,4097688,163907
US-Mexico Border,04/01/2003 12:00:00 AM,Personal Vehicle Passengers,14867267,594690
US-Mexico Border,04/01/2003 12:00:00 AM,Personal Vehicles,7197901,287916
US-Mexico Border,04/01/2003 12:00:00 AM,Rail Containers Empty,30764,1230
US-Mexico Border,04/01/2003 12:00:00 AM,Rail Containers Full,22412,896
US-Mexico Border,04/01/2003 12:00:00 AM,Train Passengers,980,39
US-Mexico Border,04/01/2003 12:00:00 AM,Trains,628,25
US-Mexico Border,04/01/2003 12:00:00 AM,Truck Containers Empty,140112,5604
US-Mexico Border,04/01/2003 12:00:00 AM,Truck Containers Full,224669,8986
US-Mexico Border,04/01/2003 12:00:00 AM,Trucks,360439,14417
US-Mexico Border,03/01/2003 12:00:00 AM,Bus Passengers,315608,12624
US-Mexico Border,03/01/2003 12:00:00 AM,Buses,25251,1010
US-Mexico Border,03/01/2003 12:00:00 AM,Pedestrians,4415167,176606
US-Mexico Border,03/01/2003 12:00:00 AM,Personal Vehicle Passengers,16105595,644223
US-Mexico Border,03/01/2003 12:00:00 AM,Personal Vehicles,7374919,294996
US-Mexico Border,03/01/2003 12:00:00 AM,Rail Containers Empty,28531,1141
US-Mexico Border,03/01/2003 12:00:00 AM,Rail Containers Full,24245,969
US-Mexico Border,03/01/2003 12:00:00 AM,Train Passengers,1050,42
US-Mexico Border,03/01/2003 12:00:00 AM,Trains,618,24
US-Mexico Border,03/01/2003 12:00:00 AM,Truck Containers Empty,143756,5750
US-Mexico Border,03/01/2003 12:00:00 AM,Truck Containers Full,229088,9163
US-Mexico Border,03/01/2003 12:00:00 AM,Trucks,368711,14748
US-Mexico Border,02/01/2003 12:00:00 AM,Bus Passengers,331224,13248
US-Mexico Border,02/01/2003 12:00:00 AM,Buses,23672,946
US-Mexico Border,02/01/2003 12:00:00 AM,Pedestrians,4004238,160169
US-Mexico Border,02/01/2003 12:00:00 AM,Personal Vehicle Passengers,14387030,575481
US-Mexico Border,02/01/2003 12:00:00 AM,Personal Vehicles,6738511,269540
US-Mexico Border,02/01/2003 12:00:00 AM,Rail Containers Empty,24391,975
US-Mexico Border,02/01/2003 12:00:00 AM,Rail Containers Full,21310,852
US-Mexico Border,02/01/2003 12:00:00 AM,Train Passengers,807,32
US-Mexico Border,02/01/2003 12:00:00 AM,Trains,600,24
US-Mexico Border,02/01/2003 12:00:00 AM,Truck Containers Empty,134962,5398
US-Mexico Border,02/01/2003 12:00:00 AM,Truck Containers Full,205674,8226
US-Mexico Border,02/01/2003 12:00:00 AM,Trucks,338432,13537
US-Mexico Border,01/01/2003 12:00:00 AM,Bus Passengers,334833,13393
US-Mexico Border,01/01/2003 12:00:00 AM,Buses,25579,1023
US-Mexico Border,01/01/2003 12:00:00 AM,Pedestrians,4274397,170975
US-Mexico Border,01/01/2003 12:00:00 AM,Personal Vehicle Passengers,16171705,646868
US-Mexico Border,01/01/2003 12:00:00 AM,Personal Vehicles,7437809,297512
US-Mexico Border,01/01/2003 12:00:00 AM,Rail Containers Empty,29931,1197
US-Mexico Border,01/01/2003 12:00:00 AM,Rail Containers Full,21160,846
US-Mexico Border,01/01/2003 12:00:00 AM,Train Passengers,1112,44
US-Mexico Border,01/01/2003 12:00:00 AM,Trains,643,25
US-Mexico Border,01/01/2003 12:00:00 AM,Truck Containers Empty,149880,5995
US-Mexico Border,01/01/2003 12:00:00 AM,Truck Containers Full,213317,8532
US-Mexico Border,01/01/2003 12:00:00 AM,Trucks,363563,14542
US-Mexico Border,12/01/2002 12:00:00 AM,Bus Passengers,358127,14325
US-Mexico Border,12/01/2002 12:00:00 AM,Buses,28023,1120
US-Mexico Border,12/01/2002 12:00:00 AM,Pedestrians,4923075,196923
US-Mexico Border,12/01/2002 12:00:00 AM,Personal Vehicle Passengers,17916036,716641
US-Mexico Border,12/01/2002 12:00:00 AM,Personal Vehicles,7939876,317595
US-Mexico Border,12/01/2002 12:00:00 AM,Rail Containers Empty,29405,1176
US-Mexico Border,12/01/2002 12:00:00 AM,Rail Containers Full,19652,786
US-Mexico Border,12/01/2002 12:00:00 AM,Train Passengers,984,39
US-Mexico Border,12/01/2002 12:00:00 AM,Trains,610,24
US-Mexico Border,12/01/2002 12:00:00 AM,Truck Containers Empty,141498,5659
US-Mexico Border,12/01/2002 12:00:00 AM,Truck Containers Full,188444,7537
US-Mexico Border,12/01/2002 12:00:00 AM,Trucks,329204,13168
US-Mexico Border,11/01/2002 12:00:00 AM,Bus Passengers,285466,11418
US-Mexico Border,11/01/2002 12:00:00 AM,Buses,25050,1002
US-Mexico Border,11/01/2002 12:00:00 AM,Pedestrians,4437905,177516
US-Mexico Border,11/01/2002 12:00:00 AM,Personal Vehicle Passengers,16306431,652257
US-Mexico Border,11/01/2002 12:00:00 AM,Personal Vehicles,7539096,301563
US-Mexico Border,11/01/2002 12:00:00 AM,Rail Containers Empty,27889,1115
US-Mexico Border,11/01/2002 12:00:00 AM,Rail Containers Full,23880,955
US-Mexico Border,11/01/2002 12:00:00 AM,Train Passengers,1124,44
US-Mexico Border,11/01/2002 12:00:00 AM,Trains,646,25
US-Mexico Border,11/01/2002 12:00:00 AM,Truck Containers Empty,147248,5889
US-Mexico Border,11/01/2002 12:00:00 AM,Truck Containers Full,207741,8309
US-Mexico Border,11/01/2002 12:00:00 AM,Trucks,357782,14311
US-Mexico Border,10/01/2002 12:00:00 AM,Bus Passengers,350556,14022
US-Mexico Border,10/01/2002 12:00:00 AM,Buses,26476,1059
US-Mexico Border,10/01/2002 12:00:00 AM,Pedestrians,4057750,162310
US-Mexico Border,10/01/2002 12:00:00 AM,Personal Vehicle Passengers,16120768,644830
US-Mexico Border,10/01/2002 12:00:00 AM,Personal Vehicles,7683871,307354
US-Mexico Border,10/01/2002 12:00:00 AM,Rail Containers Empty,28457,1138
US-Mexico Border,10/01/2002 12:00:00 AM,Rail Containers Full,24973,998
US-Mexico Border,10/01/2002 12:00:00 AM,Train Passengers,1256,50
US-Mexico Border,10/01/2002 12:00:00 AM,Trains,701,28
US-Mexico Border,10/01/2002 12:00:00 AM,Truck Containers Empty,166037,6641
US-Mexico Border,10/01/2002 12:00:00 AM,Truck Containers Full,230600,9224
US-Mexico Border,10/01/2002 12:00:00 AM,Trucks,398319,15932
US-Mexico Border,09/01/2002 12:00:00 AM,Bus Passengers,274867,10994
US-Mexico Border,09/01/2002 12:00:00 AM,Buses,24380,975
US-Mexico Border,09/01/2002 12:00:00 AM,Pedestrians,3843959,153758
US-Mexico Border,09/01/2002 12:00:00 AM,Personal Vehicle Passengers,16246655,649866
US-Mexico Border,09/01/2002 12:00:00 AM,Personal Vehicles,7480380,299215
US-Mexico Border,09/01/2002 12:00:00 AM,Rail Containers Empty,25846,1033
US-Mexico Border,09/01/2002 12:00:00 AM,Rail Containers Full,22884,915
US-Mexico Border,09/01/2002 12:00:00 AM,Train Passengers,1102,44
US-Mexico Border,09/01/2002 12:00:00 AM,Trains,621,24
US-Mexico Border,09/01/2002 12:00:00 AM,Truck Containers Empty,146454,5858
US-Mexico Border,09/01/2002 12:00:00 AM,Truck Containers Full,196385,7855
US-Mexico Border,09/01/2002 12:00:00 AM,Trucks,349746,13989
US-Mexico Border,08/01/2002 12:00:00 AM,Bus Passengers,346331,13853
US-Mexico Border,08/01/2002 12:00:00 AM,Buses,26611,1064
US-Mexico Border,08/01/2002 12:00:00 AM,Pedestrians,4212214,168488
US-Mexico Border,08/01/2002 12:00:00 AM,Personal Vehicle Passengers,17609708,704388
US-Mexico Border,08/01/2002 12:00:00 AM,Personal Vehicles,7530205,301208
US-Mexico Border,08/01/2002 12:00:00 AM,Rail Containers Empty,26217,1048
US-Mexico Border,08/01/2002 12:00:00 AM,Rail Containers Full,23841,953
US-Mexico Border,08/01/2002 12:00:00 AM,Train Passengers,1185,47
US-Mexico Border,08/01/2002 12:00:00 AM,Trains,657,26
US-Mexico Border,08/01/2002 12:00:00 AM,Truck Containers Empty,165721,6628
US-Mexico Border,08/01/2002 12:00:00 AM,Truck Containers Full,216734,8669
US-Mexico Border,08/01/2002 12:00:00 AM,Trucks,381991,15279
US-Mexico Border,07/01/2002 12:00:00 AM,Bus Passengers,400958,16038
US-Mexico Border,07/01/2002 12:00:00 AM,Buses,26937,1077
US-Mexico Border,07/01/2002 12:00:00 AM,Pedestrians,4251413,170056
US-Mexico Border,07/01/2002 12:00:00 AM,Personal Vehicle Passengers,17445601,697824
US-Mexico Border,07/01/2002 12:00:00 AM,Personal Vehicles,7715526,308621
US-Mexico Border,07/01/2002 12:00:00 AM,Rail Containers Empty,26717,1068
US-Mexico Border,07/01/2002 12:00:00 AM,Rail Containers Full,23167,926
US-Mexico Border,07/01/2002 12:00:00 AM,Train Passengers,1204,48
US-Mexico Border,07/01/2002 12:00:00 AM,Trains,644,25
US-Mexico Border,07/01/2002 12:00:00 AM,Truck Containers Empty,166593,6663
US-Mexico Border,07/01/2002 12:00:00 AM,Truck Containers Full,205279,8211
US-Mexico Border,07/01/2002 12:00:00 AM,Trucks,375233,15009
US-Mexico Border,06/01/2002 12:00:00 AM,Bus Passengers,321438,12857
US-Mexico Border,06/01/2002 12:00:00 AM,Buses,24370,974
US-Mexico Border,06/01/2002 12:00:00 AM,Pedestrians,4001029,160041
US-Mexico Border,06/01/2002 12:00:00 AM,Personal Vehicle Passengers,16477289,659091
US-Mexico Border,06/01/2002 12:00:00 AM,Personal Vehicles,7405296,296211
US-Mexico Border,06/01/2002 12:00:00 AM,Rail Containers Empty,26554,1062
US-Mexico Border,06/01/2002 12:00:00 AM,Rail Containers Full,23323,932
US-Mexico Border,06/01/2002 12:00:00 AM,Train Passengers,1110,44
US-Mexico Border,06/01/2002 12:00:00 AM,Trains,638,25
US-Mexico Border,06/01/2002 12:00:00 AM,Truck Containers Empty,153194,6127
US-Mexico Border,06/01/2002 12:00:00 AM,Truck Containers Full,209951,8398
US-Mexico Border,06/01/2002 12:00:00 AM,Trucks,359260,14370
US-Mexico Border,05/01/2002 12:00:00 AM,Bus Passengers,319385,12775
US-Mexico Border,05/01/2002 12:00:00 AM,Buses,25294,1011
US-Mexico Border,05/01/2002 12:00:00 AM,Pedestrians,4205787,168231
US-Mexico Border,05/01/2002 12:00:00 AM,Personal Vehicle Passengers,16756807,670272
US-Mexico Border,05/01/2002 12:00:00 AM,Personal Vehicles,7620325,304813
US-Mexico Border,05/01/2002 12:00:00 AM,Rail Containers Empty,28390,1135
US-Mexico Border,05/01/2002 12:00:00 AM,Rail Containers Full,23270,930
US-Mexico Border,05/01/2002 12:00:00 AM,Train Passengers,1176,47
US-Mexico Border,05/01/2002 12:00:00 AM,Trains,682,27
US-Mexico Border,05/01/2002 12:00:00 AM,Truck Containers Empty,164544,6581
US-Mexico Border,05/01/2002 12:00:00 AM,Truck Containers Full,230731,9229
US-Mexico Border,05/01/2002 12:00:00 AM,Trucks,387629,15505
US-Mexico Border,04/01/2002 12:00:00 AM,Bus Passengers,329235,13169
US-Mexico Border,04/01/2002 12:00:00 AM,Buses,25206,1008
US-Mexico Border,04/01/2002 12:00:00 AM,Pedestrians,4016282,160651
US-Mexico Border,04/01/2002 12:00:00 AM,Personal Vehicle Passengers,15889321,635572
US-Mexico Border,04/01/2002 12:00:00 AM,Personal Vehicles,7353299,294131
US-Mexico Border,04/01/2002 12:00:00 AM,Rail Containers Empty,29881,1195
US-Mexico Border,04/01/2002 12:00:00 AM,Rail Containers Full,22324,892
US-Mexico Border,04/01/2002 12:00:00 AM,Train Passengers,1134,45
US-Mexico Border,04/01/2002 12:00:00 AM,Trains,648,25
US-Mexico Border,04/01/2002 12:00:00 AM,Truck Containers Empty,178256,7130
US-Mexico Border,04/01/2002 12:00:00 AM,Truck Containers Full,224673,8986
US-Mexico Border,04/01/2002 12:00:00 AM,Trucks,394378,15775
US-Mexico Border,03/01/2002 12:00:00 AM,Bus Passengers,371230,14849
US-Mexico Border,03/01/2002 12:00:00 AM,Buses,25760,1030
US-Mexico Border,03/01/2002 12:00:00 AM,Pedestrians,4487679,179507
US-Mexico Border,03/01/2002 12:00:00 AM,Personal Vehicle Passengers,16891772,675670
US-Mexico Border,03/01/2002 12:00:00 AM,Personal Vehicles,7549029,301961
US-Mexico Border,03/01/2002 12:00:00 AM,Rail Containers Empty,30957,1238
US-Mexico Border,03/01/2002 12:00:00 AM,Rail Containers Full,23691,947
US-Mexico Border,03/01/2002 12:00:00 AM,Train Passengers,1696,67
US-Mexico Border,03/01/2002 12:00:00 AM,Trains,646,25
US-Mexico Border,03/01/2002 12:00:00 AM,Truck Containers Empty,163988,6559
US-Mexico Border,03/01/2002 12:00:00 AM,Truck Containers Full,215011,8600
US-Mexico Border,03/01/2002 12:00:00 AM,Trucks,378634,15145
US-Mexico Border,02/01/2002 12:00:00 AM,Bus Passengers,256992,10279
US-Mexico Border,02/01/2002 12:00:00 AM,Buses,27005,1080
US-Mexico Border,02/01/2002 12:00:00 AM,Pedestrians,3812298,152491
US-Mexico Border,02/01/2002 12:00:00 AM,Personal Vehicle Passengers,15171517,606860
US-Mexico Border,02/01/2002 12:00:00 AM,Personal Vehicles,6819908,272796
US-Mexico Border,02/01/2002 12:00:00 AM,Rail Containers Empty,24802,992
US-Mexico Border,02/01/2002 12:00:00 AM,Rail Containers Full,19489,779
US-Mexico Border,02/01/2002 12:00:00 AM,Train Passengers,1404,56
US-Mexico Border,02/01/2002 12:00:00 AM,Trains,614,24
US-Mexico Border,02/01/2002 12:00:00 AM,Truck Containers Empty,154529,6181
US-Mexico Border,02/01/2002 12:00:00 AM,Truck Containers Full,199816,7992
US-Mexico Border,02/01/2002 12:00:00 AM,Trucks,351653,14066
US-Mexico Border,01/01/2002 12:00:00 AM,Bus Passengers,311569,12462
US-Mexico Border,01/01/2002 12:00:00 AM,Buses,24248,969
US-Mexico Border,01/01/2002 12:00:00 AM,Pedestrians,4028890,161155
US-Mexico Border,01/01/2002 12:00:00 AM,Personal Vehicle Passengers,16188787,647551
US-Mexico Border,01/01/2002 12:00:00 AM,Personal Vehicles,7212604,288504
US-Mexico Border,01/01/2002 12:00:00 AM,Rail Containers Empty,27657,1106
US-Mexico Border,01/01/2002 12:00:00 AM,Rail Containers Full,19056,762
US-Mexico Border,01/01/2002 12:00:00 AM,Train Passengers,1733,69
US-Mexico Border,01/01/2002 12:00:00 AM,Trains,650,26
US-Mexico Border,01/01/2002 12:00:00 AM,Truck Containers Empty,163305,6532
US-Mexico Border,01/01/2002 12:00:00 AM,Truck Containers Full,197709,7908
US-Mexico Border,01/01/2002 12:00:00 AM,Trucks,362764,14510
US-Mexico Border,12/01/2001 12:00:00 AM,Bus Passengers,315391,12615
US-Mexico Border,12/01/2001 12:00:00 AM,Buses,24260,970
US-Mexico Border,12/01/2001 12:00:00 AM,Pedestrians,4571754,182870
US-Mexico Border,12/01/2001 12:00:00 AM,Personal Vehicle Passengers,17439036,697561
US-Mexico Border,12/01/2001 12:00:00 AM,Personal Vehicles,7243488,289739
US-Mexico Border,12/01/2001 12:00:00 AM,Rail Containers Empty,29778,1191
US-Mexico Border,12/01/2001 12:00:00 AM,Rail Containers Full,18543,741
US-Mexico Border,12/01/2001 12:00:00 AM,Train Passengers,1180,47
US-Mexico Border,12/01/2001 12:00:00 AM,Trains,574,22
US-Mexico Border,12/01/2001 12:00:00 AM,Truck Containers Empty,151569,6062
US-Mexico Border,12/01/2001 12:00:00 AM,Truck Containers Full,169523,6780
US-Mexico Border,12/01/2001 12:00:00 AM,Trucks,321961,12878
US-Mexico Border,11/01/2001 12:00:00 AM,Bus Passengers,296713,11868
US-Mexico Border,11/01/2001 12:00:00 AM,Buses,23076,923
US-Mexico Border,11/01/2001 12:00:00 AM,Pedestrians,3872433,154897
US-Mexico Border,11/01/2001 12:00:00 AM,Personal Vehicle Passengers,14176337,567053
US-Mexico Border,11/01/2001 12:00:00 AM,Personal Vehicles,6330089,253203
US-Mexico Border,11/01/2001 12:00:00 AM,Rail Containers Empty,29964,1198
US-Mexico Border,11/01/2001 12:00:00 AM,Rail Containers Full,21032,841
US-Mexico Border,11/01/2001 12:00:00 AM,Train Passengers,1521,60
US-Mexico Border,11/01/2001 12:00:00 AM,Trains,638,25
US-Mexico Border,11/01/2001 12:00:00 AM,Truck Containers Empty,158293,6331
US-Mexico Border,11/01/2001 12:00:00 AM,Truck Containers Full,193731,7749
US-Mexico Border,11/01/2001 12:00:00 AM,Trucks,356274,14250
US-Mexico Border,10/01/2001 12:00:00 AM,Bus Passengers,265901,10636
US-Mexico Border,10/01/2001 12:00:00 AM,Buses,23293,931
US-Mexico Border,10/01/2001 12:00:00 AM,Pedestrians,3985715,159428
US-Mexico Border,10/01/2001 12:00:00 AM,Personal Vehicle Passengers,12888484,515539
US-Mexico Border,10/01/2001 12:00:00 AM,Personal Vehicles,6012965,240518
US-Mexico Border,10/01/2001 12:00:00 AM,Rail Containers Empty,29003,1160
US-Mexico Border,10/01/2001 12:00:00 AM,Rail Containers Full,24685,987
US-Mexico Border,10/01/2001 12:00:00 AM,Train Passengers,1617,64
US-Mexico Border,10/01/2001 12:00:00 AM,Trains,665,26
US-Mexico Border,10/01/2001 12:00:00 AM,Truck Containers Empty,176225,7049
US-Mexico Border,10/01/2001 12:00:00 AM,Truck Containers Full,207446,8297
US-Mexico Border,10/01/2001 12:00:00 AM,Trucks,385399,15415
US-Mexico Border,09/01/2001 12:00:00 AM,Bus Passengers,236654,9466
US-Mexico Border,09/01/2001 12:00:00 AM,Buses,20891,835
US-Mexico Border,09/01/2001 12:00:00 AM,Pedestrians,3827169,153086
US-Mexico Border,09/01/2001 12:00:00 AM,Personal Vehicle Passengers,13335293,533411
US-Mexico Border,09/01/2001 12:00:00 AM,Personal Vehicles,6141497,245659
US-Mexico Border,09/01/2001 12:00:00 AM,Rail Containers Empty,25932,1037
US-Mexico Border,09/01/2001 12:00:00 AM,Rail Containers Full,22973,918
US-Mexico Border,09/01/2001 12:00:00 AM,Train Passengers,1417,56
US-Mexico Border,09/01/2001 12:00:00 AM,Trains,618,24
US-Mexico Border,09/01/2001 12:00:00 AM,Truck Containers Empty,154211,6168
US-Mexico Border,09/01/2001 12:00:00 AM,Truck Containers Full,178611,7144
US-Mexico Border,09/01/2001 12:00:00 AM,Trucks,333294,13331
US-Mexico Border,08/01/2001 12:00:00 AM,Bus Passengers,294352,11774
US-Mexico Border,08/01/2001 12:00:00 AM,Buses,24879,995
US-Mexico Border,08/01/2001 12:00:00 AM,Pedestrians,4036788,161471
US-Mexico Border,08/01/2001 12:00:00 AM,Personal Vehicle Passengers,18470854,738834
US-Mexico Border,08/01/2001 12:00:00 AM,Personal Vehicles,8267633,330705
US-Mexico Border,08/01/2001 12:00:00 AM,Rail Containers Empty,26652,1066
US-Mexico Border,08/01/2001 12:00:00 AM,Rail Containers Full,23309,932
US-Mexico Border,08/01/2001 12:00:00 AM,Train Passengers,1752,70
US-Mexico Border,08/01/2001 12:00:00 AM,Trains,639,25
US-Mexico Border,08/01/2001 12:00:00 AM,Truck Containers Empty,175587,7023
US-Mexico Border,08/01/2001 12:00:00 AM,Truck Containers Full,208586,8343
US-Mexico Border,08/01/2001 12:00:00 AM,Trucks,374216,14968
US-Mexico Border,07/01/2001 12:00:00 AM,Bus Passengers,338325,13533
US-Mexico Border,07/01/2001 12:00:00 AM,Buses,25574,1022
US-Mexico Border,07/01/2001 12:00:00 AM,Pedestrians,4563957,182558
US-Mexico Border,07/01/2001 12:00:00 AM,Personal Vehicle Passengers,18361146,734445
US-Mexico Border,07/01/2001 12:00:00 AM,Personal Vehicles,8106637,324265
US-Mexico Border,07/01/2001 12:00:00 AM,Rail Containers Empty,21475,859
US-Mexico Border,07/01/2001 12:00:00 AM,Rail Containers Full,22695,907
US-Mexico Border,07/01/2001 12:00:00 AM,Train Passengers,1477,59
US-Mexico Border,07/01/2001 12:00:00 AM,Trains,636,25
US-Mexico Border,07/01/2001 12:00:00 AM,Truck Containers Empty,160790,6431
US-Mexico Border,07/01/2001 12:00:00 AM,Truck Containers Full,189826,7593
US-Mexico Border,07/01/2001 12:00:00 AM,Trucks,342869,13714
US-Mexico Border,06/01/2001 12:00:00 AM,Bus Passengers,284994,11399
US-Mexico Border,06/01/2001 12:00:00 AM,Buses,23079,923
US-Mexico Border,06/01/2001 12:00:00 AM,Pedestrians,4298062,171922
US-Mexico Border,06/01/2001 12:00:00 AM,Personal Vehicle Passengers,17097643,683905
US-Mexico Border,06/01/2001 12:00:00 AM,Personal Vehicles,7879076,315163
US-Mexico Border,06/01/2001 12:00:00 AM,Rail Containers Empty,22901,916
US-Mexico Border,06/01/2001 12:00:00 AM,Rail Containers Full,25403,1016
US-Mexico Border,06/01/2001 12:00:00 AM,Train Passengers,1564,62
US-Mexico Border,06/01/2001 12:00:00 AM,Trains,627,25
US-Mexico Border,06/01/2001 12:00:00 AM,Truck Containers Empty,160412,6416
US-Mexico Border,06/01/2001 12:00:00 AM,Truck Containers Full,202048,8081
US-Mexico Border,06/01/2001 12:00:00 AM,Trucks,360917,14436
US-Mexico Border,05/01/2001 12:00:00 AM,Bus Passengers,268242,10729
US-Mexico Border,05/01/2001 12:00:00 AM,Buses,25275,1011
US-Mexico Border,05/01/2001 12:00:00 AM,Pedestrians,4144573,165782
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,17849208,713968
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicles,8202683,328107
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Empty,26725,1069
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Full,24284,971
US-Mexico Border,05/01/2001 12:00:00 AM,Train Passengers,2002,80
US-Mexico Border,05/01/2001 12:00:00 AM,Trains,706,28
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Empty,168233,6729
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Full,217992,8719
US-Mexico Border,05/01/2001 12:00:00 AM,Trucks,387767,15510
US-Mexico Border,04/01/2001 12:00:00 AM,Bus Passengers,298894,11955
US-Mexico Border,04/01/2001 12:00:00 AM,Buses,24569,982
US-Mexico Border,04/01/2001 12:00:00 AM,Pedestrians,4532793,181311
US-Mexico Border,04/01/2001 12:00:00 AM,Personal Vehicle Passengers,19644451,785778
US-Mexico Border,04/01/2001 12:00:00 AM,Personal Vehicles,8013208,320528
US-Mexico Border,04/01/2001 12:00:00 AM,Rail Containers Empty,28782,1151
US-Mexico Border,04/01/2001 12:00:00 AM,Rail Containers Full,21612,864
US-Mexico Border,04/01/2001 12:00:00 AM,Train Passengers,1747,69
US-Mexico Border,04/01/2001 12:00:00 AM,Trains,617,24
US-Mexico Border,04/01/2001 12:00:00 AM,Truck Containers Empty,150128,6005
US-Mexico Border,04/01/2001 12:00:00 AM,Truck Containers Full,199661,7986
US-Mexico Border,04/01/2001 12:00:00 AM,Trucks,351934,14077
US-Mexico Border,03/01/2001 12:00:00 AM,Bus Passengers,288306,11532
US-Mexico Border,03/01/2001 12:00:00 AM,Buses,24861,994
US-Mexico Border,03/01/2001 12:00:00 AM,Pedestrians,4999418,199976
US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,20926836,837073
US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicles,8242638,329705
US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Empty,27775,1111
US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Full,24924,996
US-Mexico Border,03/01/2001 12:00:00 AM,Train Passengers,1672,66
US-Mexico Border,03/01/2001 12:00:00 AM,Trains,638,25
US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Empty,163252,6530
US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Full,223127,8925
US-Mexico Border,03/01/2001 12:00:00 AM,Trucks,388393,15535
US-Mexico Border,02/01/2001 12:00:00 AM,Bus Passengers,223480,8939
US-Mexico Border,02/01/2001 12:00:00 AM,Buses,21678,867
US-Mexico Border,02/01/2001 12:00:00 AM,Pedestrians,4295991,171839
US-Mexico Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,18893841,755753
US-Mexico Border,02/01/2001 12:00:00 AM,Personal Vehicles,7351951,294078
US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Empty,21198,847
US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Full,19367,774
US-Mexico Border,02/01/2001 12:00:00 AM,Train Passengers,1294,51
US-Mexico Border,02/01/2001 12:00:00 AM,Trains,523,20
US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Empty,140414,5616
US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Full,184198,7367
US-Mexico Border,02/01/2001 12:00:00 AM,Trucks,342476,13699
